"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Brazil","1990","Total men and women","Total coverage","Population census","# 0","Unemployed","2367.482","59"
"Brazil","1989","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","1891","4,12"
"Brazil","1988","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2319.42","4,12"
"Brazil","1987","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2132.98","4,12"
"Brazil","1986","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","1380.242","4,12"
"Brazil","1985","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","1875.28","4,12"
"Brazil","1984","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2234.347","4,12"
"Brazil","1983","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2474.207","4,12"
"Brazil","1982","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2533","4,12"
"Brazil","1981","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2023.116","4,12"
"Brazil","1979","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","1210.471","4,12,60"
"Brazil","1978","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","1003.26","4,12"
"Brazil","1977","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","952.838","4,12"
"Brazil","1976","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","713","4,12"
"Brazil","1973","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","968","4,12"
"Brazil","1972","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","1033.9","4,12"
"Brunei Darussalam","2003","Total men and women","Work applicants","Employment office records","# 0","Unemployed","7.075",""
"Brunei Darussalam","2002","Total men and women","Work applicants","Employment office records","# 0","Unemployed","5.552",""
"Brunei Darussalam","2001","Total men and women","Work applicants","Employment office records","# 0","Unemployed","8.558",""
"Brunei Darussalam","2000","Total men and women","Work applicants","Employment office records","# 0","Unemployed","7.026",""
"Brunei Darussalam","1999","Total men and women","Work applicants","Employment office records","# 0","Unemployed","5.233",""
"Brunei Darussalam","1998","Total men and women","Work applicants","Employment office records","# 0","Unemployed","6.457",""
"Brunei Darussalam","1997","Total men and women","Work applicants","Employment office records","# 0","Unemployed","5.484",""
"Brunei Darussalam","1996","Total men and women","Work applicants","Employment office records","# 0","Unemployed","6.349",""
"Brunei Darussalam","1995","Total men and women","Work applicants","Employment office records","# 0","Unemployed","6.203",""
"Brunei Darussalam","1983","Total men and women","Work applicants","Employment office records","# 0","Unemployed","2.081",""
"Brunei Darussalam","1983","Total men and women","Work applicants","Employment office records","# 0","Previously employed","1.205","2"
"Brunei Darussalam","1983","Total men and women","Work applicants","Employment office records","# 0","First job seekers","1.421","2"
"Brunei Darussalam","1982","Total men and women","Work applicants","Employment office records","# 0","First job seekers","2.565","2"
"Brunei Darussalam","1982","Total men and women","Work applicants","Employment office records","# 0","Previously employed","1.812","2"
"Brunei Darussalam","1982","Total men and women","Work applicants","Employment office records","# 0","Unemployed","2.234",""
"Brunei Darussalam","1981","Total men and women","Work applicants","Employment office records","# 0","Unemployed","2.389",""
"Brunei Darussalam","1981","Total men and women","Work applicants","Employment office records","# 0","Previously employed","0.683","2"
"Brunei Darussalam","1981","Total men and women","Work applicants","Employment office records","# 0","First job seekers","1.738","2"
"Brunei Darussalam","1980","Total men and women","Work applicants","Employment office records","# 0","First job seekers","1.547","2"
"Brunei Darussalam","1980","Total men and women","Work applicants","Employment office records","# 0","Previously employed","0.842","2"
"Brunei Darussalam","1980","Total men and women","Work applicants","Employment office records","# 0","Unemployed","2.252",""
"Brunei Darussalam","1979","Total men and women","Work applicants","Employment office records","# 0","Unemployed","2.764",""
"Brunei Darussalam","1979","Total men and women","Work applicants","Employment office records","# 0","Previously employed","0.884","2"
"Brunei Darussalam","1979","Total men and women","Work applicants","Employment office records","# 0","First job seekers","1.345","2"
"Brunei Darussalam","1978","Total men and women","Work applicants","Employment office records","# 0","First job seekers","1.558","2"
"Brunei Darussalam","1978","Total men and women","Work applicants","Employment office records","# 0","Previously employed","1.091","2"
"Brunei Darussalam","1978","Total men and women","Work applicants","Employment office records","# 0","Unemployed","2.209",""
"Brunei Darussalam","1977","Total men and women","Work applicants","Employment office records","# 0","Unemployed","1.92",""
"Brunei Darussalam","1977","Total men and women","Work applicants","Employment office records","# 0","Previously employed","0.74","2"
"Brunei Darussalam","1977","Total men and women","Work applicants","Employment office records","# 0","First job seekers","1.225","2"
"Brunei Darussalam","1976","Total men and women","Work applicants","Employment office records","# 0","First job seekers","1.017","2"
"Brunei Darussalam","1976","Total men and women","Work applicants","Employment office records","# 0","Previously employed","0.855","2"
"Brunei Darussalam","1976","Total men and women","Work applicants","Employment office records","# 0","Unemployed","1.675",""
"Brunei Darussalam","1975","Total men and women","Work applicants","Employment office records","# 0","Unemployed","1.625",""
"Brunei Darussalam","1975","Total men and women","Work applicants","Employment office records","# 0","Previously employed","0.599","2"
"Brunei Darussalam","1975","Total men and women","Work applicants","Employment office records","# 0","First job seekers","0.932","2"
"Bulgaria","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","199.7","1"
"Bulgaria","2008","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","158","1"
"Bulgaria","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","41.7","1"
"Bulgaria","2008","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","232.3","2,61"
"Bulgaria","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","53.2","1"
"Bulgaria","2007","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","255.9","2,61"
"Bulgaria","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","187","1"
"Bulgaria","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","240.2","1"
"Bulgaria","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","305.7","1"
"Bulgaria","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","239.8","1"
"Bulgaria","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","65.9","1"
"Bulgaria","2006","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","337.8","2,61"
"Bulgaria","2005","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","397.34","2,61"
"Bulgaria","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","260","1"
"Bulgaria","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","74.2","1"
"Bulgaria","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","334.2","1"
"Bulgaria","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","399.8","1"
"Bulgaria","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","88.8","1"
